CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
1/4/2022,17:00,MANHATTAN,10027,40.80766,-73.94316,"(40.80766, -73.94316)",,,40        WEST 126 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4492160,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,
1/4/2022,23:20,BROOKLYN,11226,40.644512,-73.963135,"(40.644512, -73.963135)",BEVERLEY ROAD,EAST 17 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4492033,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,22:05,BROOKLYN,11249,40.72028,-73.963135,"(40.72028, -73.963135)",,,2         NORTH 6 STREET,1,0,1,0,0,0,0,0,Aggressive Driving/Road Rage,,,,,4492067,,,,,
1/4/2022,4:25,,,40.689445,-73.95513,"(40.689445, -73.95513)",,,LAFAYETTE AVENUE,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,Unspecified,,,4492746,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/4/2022,0:45,BROOKLYN,11201,40.69365,-73.98333,"(40.69365, -73.98333)",MYRTLE AVENUE,FLATBUSH AVENUE EXTENSION,,0,0,0,0,0,0,0,0,Unspecified,,,,,4492780,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,17:45,,,40.65768,-73.925415,"(40.65768, -73.925415)",CLARKSON AVENUE,REMSEN AVENUE,,1,0,1,0,0,0,0,0,,,,,,4493014,,,,,
1/4/2022,23:55,QUEENS,11370,40.76169,-73.89689,"(40.76169, -73.89689)",,,25-21     71 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4492813,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,17:30,BROOKLYN,11212,40.656044,-73.90724,"(40.656044, -73.90724)",,,985       ROCKAWAY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4493077,Sedan,Unknown,,,
1/4/2022,8:09,BRONX,10464,40.873222,-73.80849,"(40.873222, -73.80849)",,,870       SHORE ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4492618,Sedan,,,,
1/4/2022,20:34,BRONX,10474,40.806828,-73.88448,"(40.806828, -73.88448)",FAILE STREET,VIELE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4493295,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,22:50,BROOKLYN,11223,40.59587,-73.963715,"(40.59587, -73.963715)",EAST 7 STREET,AVENUE V,,0,0,0,0,0,0,0,0,Drugs (illegal),Unspecified,,,,4492890,Sedan,Box Truck,,,
1/4/2022,9:00,,,40.753994,-73.94244,"(40.753994, -73.94244)",21 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492630,Station Wagon/Sport Utility Vehicle,Box Truck,,,
1/4/2022,14:45,,,40.628803,-73.97404,"(40.628803, -73.97404)",FOSTER AVENUE,SETON PLACE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,,,4492973,Taxi,Station Wagon/Sport Utility Vehicle,Sedan,,
1/4/2022,23:19,BROOKLYN,11217,40.680267,-73.9747,"(40.680267, -73.9747)",FLATBUSH AVENUE,6 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4493118,Sedan,Sedan,,,
1/4/2022,11:45,QUEENS,11413,40.670887,-73.76078,"(40.670887, -73.76078)",141 AVENUE,183 STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4492649,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,16:35,BROOKLYN,11223,40.600838,-73.98125,"(40.600838, -73.98125)",AVENUE S,WEST 9 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4493324,Sedan,,,,
1/4/2022,11:05,QUEENS,11101,40.7533,-73.91476,"(40.7533, -73.91476)",,,34-03     48 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4492974,Motorcycle,Station Wagon/Sport Utility Vehicle,Bus,,
1/4/2022,13:30,BROOKLYN,11201,40.687992,-73.98962,"(40.687992, -73.98962)",PACIFIC STREET,SMITH STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4492769,Sedan,,,,
1/4/2022,21:10,,,40.575573,-73.99432,"(40.575573, -73.99432)",MERMAID AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4493096,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,14:40,QUEENS,11412,40.701164,-73.75023,"(40.701164, -73.75023)",MURDOCK AVENUE,205 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4492815,Sedan,Sedan,,,
1/4/2022,15:25,,,40.819317,-73.93032,"(40.819317, -73.93032)",EAST 149 STREET,EXTERIOR STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492937,Sedan,Sedan,,,
1/4/2022,7:00,MANHATTAN,10019,40.77074,-73.99455,"(40.77074, -73.99455)",12 AVENUE,WEST 56 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4493353,Station Wagon/Sport Utility Vehicle,Bus,,,
1/4/2022,17:42,,,40.592484,-73.99494,"(40.592484, -73.99494)",BELT PARKWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,4492991,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,13:26,,,40.669273,-73.922554,"(40.669273, -73.922554)",LINCOLN PLACE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4493187,Sedan,,,,
1/4/2022,5:40,BROOKLYN,11233,40.67398,-73.911156,"(40.67398, -73.911156)",ROCKAWAY AVENUE,BERGEN STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4493095,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,15:00,,,40.77444,-73.92232,"(40.77444, -73.92232)",HOYT AVENUE NORTH,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4492975,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,18:00,STATEN ISLAND,10314,40.620968,-74.12374,"(40.620968, -74.12374)",MANOR ROAD,MARTLING AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4493151,Sedan,Sedan,,,
1/4/2022,12:44,,,40.660797,-73.87183,"(40.660797, -73.87183)",COZINE AVENUE,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4493346,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,16:38,BROOKLYN,11221,40.68942,-73.92197,"(40.68942, -73.92197)",,,1366      BROADWAY,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492855,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,15:30,,,40.584904,-73.95831,"(40.584904, -73.95831)",BELT PARKWAY,,,1,0,0,0,0,0,1,0,Steering Failure,Unspecified,,,,4493407,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,12:04,BROOKLYN,11208,40.68419,-73.8703,"(40.68419, -73.8703)",AUTUMN AVENUE,FULTON STREET,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,4493520,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle
1/4/2022,9:05,BRONX,10461,40.853806,-73.855286,"(40.853806, -73.855286)",NEILL AVENUE,TOMLINSON AVENUE,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4493619,,,,,
1/4/2022,22:15,,,40.558887,-74.1977,"(40.558887, -74.1977)",ARTHUR KILL ROAD,,,1,0,0,0,0,0,1,0,Drugs (illegal),Unspecified,,,,4493733,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,15:43,MANHATTAN,10017,40.75348,-73.980896,"(40.75348, -73.980896)",EAST 42 STREET,5 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4493650,Sedan,Sedan,,,
1/4/2022,13:40,BROOKLYN,11232,40.645947,-73.9951,"(40.645947, -73.9951)",39 STREET,9 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4493674,Sedan,,,,
1/4/2022,9:30,BROOKLYN,11234,40.614906,-73.91329,"(40.614906, -73.91329)",,,2125      MILL AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4493651,Sedan,Box Truck,,,
1/4/2022,14:20,QUEENS,11364,40.73873,-73.7573,"(40.73873, -73.7573)",75 AVENUE,BELL BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4493870,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
1/4/2022,17:00,QUEENS,11432,40.71001,-73.79474,"(40.71001, -73.79474)",HILLSIDE AVENUE,168 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4494061,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,15:55,,,40.74701,-73.977196,"(40.74701, -73.977196)",3 AVENUE,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4494092,Station Wagon/Sport Utility Vehicle,Box Truck,,,
1/4/2022,5:10,,,40.598904,-74.00712,"(40.598904, -74.00712)",BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4494131,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,20:19,BROOKLYN,11220,40.64801,-74.010994,"(40.64801, -74.010994)",,,4716      4 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4494357,Van,Sedan,Sedan,,
1/4/2022,7:00,,,40.81094,-73.94318,"(40.81094, -73.94318)",LENOX AVENUE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4494194,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,0:01,,,,,,EXTERIOR STREET,MACOMBS DAM BRIDGE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4494330,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,2:50,BRONX,10451,40.826153,-73.920265,"(40.826153, -73.920265)",EAST 161 STREET,SHERMAN AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4494325,Sedan,Sedan,,,
1/4/2022,22:25,,,40.823536,-73.93108,"(40.823536, -73.93108)",MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Passing Too Closely,Unspecified,,,,4494324,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,12:32,BRONX,10465,40.828445,-73.8224,"(40.828445, -73.8224)",PHILIP AVENUE,EDISON AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4494159,Sedan,,,,
1/4/2022,16:30,,,40.819317,-73.93032,"(40.819317, -73.93032)",RIVER AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4494321,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/4/2022,18:47,,,40.64495,-73.9249,"(40.64495, -73.9249)",KINGS HIGHWAY,CLARENDON ROAD,,5,0,0,0,0,0,5,0,Unspecified,Unspecified,Unspecified,,,4493009,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
1/4/2022,10:00,BROOKLYN,11233,40.679928,-73.92045,"(40.679928, -73.92045)",,,122       SUMPTER STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4494890,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,6:47,BROOKLYN,11212,40.659107,-73.923225,"(40.659107, -73.923225)",EAST 93 STREET,CLARKSON AVENUE,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,Unspecified,,,4494798,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
1/4/2022,23:15,,,40.761272,-73.95571,"(40.761272, -73.95571)",FDR DRIVE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4494657,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,14:00,,,40.806614,-73.90769,"(40.806614, -73.90769)",BRUCKNER BOULEVARD,SOUTHERN BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4495418,Moped,Station Wagon/Sport Utility Vehicle,,,
1/4/2022,8:46,QUEENS,11370,40.766605,-73.891174,"(40.766605, -73.891174)",78 STREET,ASTORIA BOULEVARD,,0,0,0,0,0,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,4496098,Sedan,Bus,,,
1/4/2022,12:20,BROOKLYN,11237,40.701103,-73.92239,"(40.701103, -73.92239)",DE KALB AVENUE,KNICKERBOCKER AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4497384,Box Truck,Sedan,,,
1/4/2022,18:05,BROOKLYN,11207,40.658337,-73.87759,"(40.658337, -73.87759)",COZINE AVENUE,ASHFORD STREET,,2,0,2,0,0,0,0,0,Unspecified,,,,,4492441,Station Wagon/Sport Utility Vehicle,,,,
1/4/2022,13:20,,,40.68777,-73.98701,"(40.68777, -73.98701)",ATLANTIC AVENUE,,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4491989,Sedan,,,,
1/4/2022,15:39,BRONX,10452,40.843975,-73.913864,"(40.843975, -73.913864)",EAST MOUNT EDEN AVENUE,TOWNSEND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4503581,Sedan,Tanker,,,
1/4/2022,3:18,BROOKLYN,11221,40.694496,-73.91482,"(40.694496, -73.91482)",WOODBINE STREET,WILSON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4503735,Sedan,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,6:18,,,,,,QUEENSBORO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4492061,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,16:45,,,40.754505,-73.965706,"(40.754505, -73.965706)",1 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492237,Sedan,Taxi,,,
1/5/2022,23:04,,,,,,QUEENSBORO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4492401,Sedan,,,,
1/5/2022,15:24,BRONX,10469,40.865475,-73.85774,"(40.865475, -73.85774)",HONE AVENUE,ALLERTON AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4492375,,,,,
1/5/2022,14:30,QUEENS,11414,40.657497,-73.83947,"(40.657497, -73.83947)",CROSS BAY BOULEVARD,160 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4492295,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,20:18,QUEENS,11412,40.70568,-73.77114,"(40.70568, -73.77114)",104 AVENUE,186 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4492579,Pick-up Truck,Sedan,,,
1/5/2022,0:20,,,40.703632,-73.85587,"(40.703632, -73.85587)",JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4492004,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,5:46,,,40.86287,-73.934784,"(40.86287, -73.934784)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4492270,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,16:04,BROOKLYN,11229,40.603245,-73.95214,"(40.603245, -73.95214)",,,2387      OCEAN AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4492886,Box Truck,Box Truck,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan
1/5/2022,13:32,MANHATTAN,10029,40.785805,-73.942856,"(40.785805, -73.942856)",1 AVENUE,EAST 100 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,4492328,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
1/5/2022,23:40,STATEN ISLAND,10308,40.542427,-74.14591,"(40.542427, -74.14591)",HYLAN BOULEVARD,NELSON AVENUE,,0,0,0,0,0,0,0,0,Pavement Defective,,,,,4492613,Sedan,,,,
1/5/2022,10:15,,,40.853462,-73.88939,"(40.853462, -73.88939)",EAST 184 STREET,ARTHUR AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4492646,Carry All,Ambulance,,,
1/5/2022,0:15,,,40.703632,-73.85587,"(40.703632, -73.85587)",JACKIE ROBINSON PKWY,,,2,0,0,0,0,0,2,0,Pavement Slippery,Pavement Slippery,Unsafe Speed,,,4492042,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
1/5/2022,17:14,MANHATTAN,10019,40.76432,-73.9772,"(40.76432, -73.9772)",WEST 57 STREET,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492334,Station Wagon/Sport Utility Vehicle,Bus,,,
1/5/2022,8:50,,,40.62305,-74.02114,"(40.62305, -74.02114)",81 STREET,7 AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Unspecified,,4492576,Sedan,Sedan,Sedan,Bus,
1/5/2022,14:30,MANHATTAN,10023,40.77242,-73.97873,"(40.77242, -73.97873)",CENTRAL PARK WEST,WEST 66 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Following Too Closely,,,,4492872,Sedan,E-Bike,,,
1/5/2022,7:43,,,40.841133,-73.924,"(40.841133, -73.924)",WEST 170 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4493036,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,
1/5/2022,5:55,,,40.828842,-73.84035,"(40.828842, -73.84035)",BRUCKNER EXPRESSWAY,,,1,0,0,0,0,0,1,0,Pavement Slippery,,,,,4492051,Sedan,,,,
1/5/2022,15:33,,,,,,VERRAZANO BRIDGE LOWER,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4492723,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/5/2022,6:00,,,40.88599,-73.82792,"(40.88599, -73.82792)",BOSTON ROAD,,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,,,,4492215,Bus,Bus,,,
1/5/2022,15:00,,,40.863163,-73.8942,"(40.863163, -73.8942)",EAST KINGSBRIDGE ROAD,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4492460,Sedan,Bus,,,
1/5/2022,9:42,,,40.722576,-73.94049,"(40.722576, -73.94049)",BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4492174,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,8:48,QUEENS,11436,40.67794,-73.8023,"(40.67794, -73.8023)",FOCH BOULEVARD,139 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,4492111,Sedan,Sedan,,,
1/5/2022,8:00,,,40.77417,-73.82934,"(40.77417, -73.82934)",WHITESTONE EXPRESSWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4492158,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,
1/5/2022,9:45,QUEENS,11412,40.698566,-73.769585,"(40.698566, -73.769585)",ILION AVENUE,WOOD STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4492114,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,15:45,BROOKLYN,11221,40.689102,-73.94507,"(40.689102, -73.94507)",GREENE AVENUE,TOMPKINS AVENUE,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4492207,Sedan,Sedan,,,
1/5/2022,5:30,,,40.735504,-73.95264,"(40.735504, -73.95264)",PULASKI BRIDGE,MC GUINNESS BOULEVARD,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4492068,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,9:40,,,,,,QUEENS MIDTOWN TUNNEL,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4492483,Sedan,Sedan,,,
1/5/2022,6:37,BROOKLYN,11219,40.62826,-73.99915,"(40.62826, -73.99915)",13 AVENUE,61 STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,Pavement Slippery,4492318,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Dump,Station Wagon/Sport Utility Vehicle
1/5/2022,11:29,QUEENS,11373,40.739388,-73.87121,"(40.739388, -73.87121)",92 STREET,52 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4492342,Sedan,Sedan,,,
1/5/2022,16:37,,,40.789528,-73.820435,"(40.789528, -73.820435)",CROSS ISLAND PARKWAY,,,2,0,0,0,0,0,2,0,Unsafe Lane Changing,Unspecified,,,,4492927,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,16:51,BRONX,10457,40.846783,-73.907394,"(40.846783, -73.907394)",WEEKS AVENUE,EAST 175 STREET,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4492428,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/5/2022,13:48,BRONX,10468,40.876194,-73.88704,"(40.876194, -73.88704)",,,3162      VILLA AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,4492495,Ambulance,Box Truck,,,
1/5/2022,9:05,BROOKLYN,11214,40.598553,-73.997345,"(40.598553, -73.997345)",BAY PARKWAY,BATH AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4492094,Sedan,Sedan,,,
1/5/2022,8:10,,,40.693005,-73.789856,"(40.693005, -73.789856)",UNION HALL STREET,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4492183,Station Wagon/Sport Utility Vehicle,Sedan,,,
1/5/2022,12:08,MANHATTAN,10034,40.868687,-73.92344,"(40.868687, -73.92344)",SEAMAN AVENUE,PAYSON AVENUE,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4492275,E-Bike,,,,
1/5/2022,7:10,,,40.642242,-74.0752,"(40.642242, -74.0752)",RICHMOND TERRACE,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4492423,Sedan,,,,
1/5/2022,7:50,,,,,,METROPOLITAN AVENUE,GRAND STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4492552,Sedan,,,,
1/5/2022,6:00,,,40.88599,-73.82792,"(40.88599, -73.82792)",BOSTON ROAD,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Pavement Slippery,Pavement Slippery,,,4492216,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,
1/5/2022,17:50,QUEENS,11434,40.687016,-73.77487,"(40.687016, -73.77487)",MERRICK BOULEVARD,FOCH BOULEVARD,,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4492654,Sedan,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,17:45,STATEN ISLAND,10306,40.57161,-74.09418,"(40.57161, -74.09418)",LINCOLN AVENUE,OLYMPIA BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,4492253,Sedan,Sedan,,,
1/5/2022,6:15,,,40.57761,-74.11188,"(40.57761, -74.11188)",BANCROFT AVENUE,,,2,0,0,0,0,0,2,0,Pavement Slippery,,,,,4492131,Sedan,,,,
1/5/2022,16:00,BROOKLYN,11207,40.658577,-73.89063,"(40.658577, -73.89063)",PENNSYLVANIA AVENUE,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4492445,Station Wagon/Sport Utility Vehicle,,,,
1/5/2022,21:20,BRONX,10461,40.843464,-73.83683,"(40.843464, -73.83683)",WESTCHESTER AVENUE,MIDDLETOWN ROAD,,1,0,0,0,0,0,1,0,Unspecified,,,,,4492476,Sedan,,,,
1/5/2022,7:45,BROOKLYN,11234,40.62444,-73.9304,"(40.62444, -73.9304)",SCHENECTADY AVENUE,FLATLANDS AVENUE,,1,0,0,0,0,0,1,0,Unspecified,,,,,4492302,Sedan,,,,
1/5/2022,8:00,QUEENS,11373,40.745796,-73.88385,"(40.745796, -73.88385)",41 AVENUE,BAXTER AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4492335,Sedan,,,,
1/5/2022,6:07,,,,,,HENRY HUDSON PARKWAY RAMP,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4492875,Taxi,,,,
1/5/2022,17:40,,,40.67948,-73.93291,"(40.67948, -73.93291)",FULTON STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492261,Sedan,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,6:00,BRONX,10470,40.898273,-73.867325,"(40.898273, -73.867325)",EAST 236 STREET,KATONAH AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,4492221,Sedan,Station Wagon/Sport Utility Vehicle,,,
1/5/2022,18:00,QUEENS,11432,40.710827,-73.79413,"(40.710827, -73.79413)",,,87-55     168 PLACE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4492356,Sedan,,,,
1/5/2022,5:46,,,40.86287,-73.934784,"(40.86287, -73.934784)",HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,4492271,Sedan,,,,
1/5/2022,21:15,,,40.70719,-73.81873,"(40.70719, -73.81873)",VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4492357,Sedan,,,,
1/5/2022,20:15,,,40.781387,-73.95213,"(40.781387, -73.95213)",EAST 90 STREET,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4492329,Taxi,Pick-up Truck,,,
